president names,schools
president . mr. roy w. klay preside ,vanguard technical inst wiln 
| president . dr. g. kenneth andeen ,sh college 
president . dr. brage golding ,wright st u central off | 
director . mr. roger j. stauffer | ,*wright st u wstn ohio br 
president . . rev. paul l. d'connor ,xavier university : | 
president . dr. albert l pugsley ,youngstown st university | | 
president . dr. w. c. burris ,altus junior college 
president . dr. billy james hargis ,amer christian college - 
president . garold d. holstine ,bacone college | 
president . . dr. leo go com ,
president . dr. roy h. cantrell ,bethany nazarene college 
president . dr. don owen ,cameron st agri college . | 
president . garland a. godfrey ,dlrector of counseling . wrs: betty roundtree 
president . col. john e. home ,claremore junior college | 
president . dr. melvin self ,connors state college 
president . dr. stanley p. wagner ,east central st college 
president . dr. james m. miller ,eastern okla st college 
president .j dr. a. r. harrison ,el reno junior college 
president . mr. billy m. jones ,
president . dr. william e. sims ,langston university 
president . dr. clyde r. kindell ,
president . dr. d. dayle creech ,
president . robert e. collier ,j northeastern st college 
president . edwin e. vineyard ,northern oklahoma college 
president . hasse w. martin ,! northwestern st college 
president . . william g. tanner | ,oklahoma bapt university : 
president . dr. james o. baird ,okla christian college 
president . bolphus whitten r ,oklahoma city university . | 
president . dr. robert l. martin ex ,okla college liberal arts . 
president . . wdthomas l. palmer dir ,okla panhandle st college de 
president . h. everett pope jr. re ,
president . dr. robert b. kamm det ,okla state u cen office | de 
ector . dr. phillip p. chandler ,)kla ‘itate u okla city 
© pres of business affairs . mr. robert r. eskridge ,ral roberts university 
2 pres for administration . . . dr. oe lrone ,scar rose junior college 
president . dr. hallie g. gantz ,phillips university 
president . mr. orville johnson ,poteau community college 
president . dr. michael roethler ,saint gregory's college 
superintendent . harry e. patterson ,sayre junior college . 
president . elmer tanner ,
president . leon hibbs ,southeastern st college 
president . w. r. corvin ,southwestern college 
president . dr. albert m. harris ,southwestem st college 
president . dr. afred m. phillips ,tulsa junior college 
parent ,| u of oklahoma central off 
president .|j dr. paul f. shap l ,*u of oklahoma norman cam 
president . dr. j. paschal twyman ,university of tulsa | 
resident . . wilr whallace w. mccrae ,blue min cmty college 
president . dr. frederick h. boyle ,central oreg cmty college 
president . paul f. wilmett ,chemeketa cmty college 
president . dr. john w. hakan sor ,clackamas cmty college 
president . allip l. bainer ,clatsop community college 
president . dr. rex f. johnston ,
president . echard p. weber ,concordia college 
president . david c. le shana ,
| president . dr. donald n. reic ,judson baptist college 
president . dr. eldon g. schafe ,lane community college 
president . john r. howarc ,lewis and clark college 
; president . dr. gordon c bjork ,| linfield college 
president . dr. raymond j. needham ,linn-benton cmty college 
president . dr. robert h. krupp 5 ,wilarylhuorst college i 
president . father christian mondor ,mount angel college oo | 
| president rector & admis off . v rev boniface lautz ,mount angel seminary 
president . ds. earl 1 ,mount hood cmty college 
president . willard ,multnomah school of bible 
dean . willia ,
president . barto ,nthwst christian college 
apresident . . mz. e. robert de luccia ,
president . . . dr. aveo m. rempel ,2d burgess county— union fice code 003193 
president . leonard w. rice ,saverwein *oregon college of ed 
president . . . .dr. winston d. purvine ,de 003208 *oregon state university | 
president . dr. gregory b. wolfe ,*portland state university 
president . james k. sours ,*southern oregon college 
president . dr. robert d. clark ,*u of oregon main campus 
xp wo j rha tt rp a le ya . . ,*u of oregon dental school 
dean . dr. charles n. holman ,*u of oregon medical sch 
president . james v. miller ,pacific university 
president . amo de bernardis ,portland cmty college 
president . mr. paul e. bragdon ,reed college 
president . mr. henry o. pete ,(*enroliment data for fall 1971) 
president . jack e. brookins ,sthwstn oreg cmty college 
president . dr. emery j. skinner ,treasure vly cmty college 
president . harry jacoby ,umpqua community college 
president . rev. paul e. waldschmidt ,university of portland 
president .e joe gilliam ,warner pacific college 
president . ,witn bapt bible college g 
yice presiden ,
e president . jack m. thiessen ,
president . dr. arthur l. schultz ,atte university 
president . dr. lawrence l pelletier pre ,allegheny college b 
president . . v rev j stuart dooling ic ,
sident . walter smietana ,alliance college | . fin 
sident . sr. m. victorine ,vernia college 
e president . dr. joseph m. stowell ,apt bible college of pa | 
e president . dr. david m. gray ,saver college 
president . dr. robert j. nossen ,
president . harris l wofford jr. ,bryn mawr college 
president . dr. charles h. watts il ,county - union fice code 003238 
president . sr. jane s« ,bucks county cmty college | . 
president . dr. h. guyford ste ,carnegie mellon u 
{ president . pauline tompk ,cedar crest college . 
president . .j edward d. eddy | ,chatham college 
wer president . sr. mary xavier | ,chestnut hill college | 
president . dr. james gemmelt ,cheyney state college | 
administrative head . dr. russell l. morgan ,*clarian st c venango cam 
president . ™ miriam teresa d donnel ,college misericordia ) 
campus president . nei h. wimmer ,*cc allegheny co alleg com 
president . dr. douglas f. libby ,*cc allegheny co south cam | 
president . dr. alien t. bonnell ,cmty college philadelphia 
; president . . wr. james work ,
president . dr. howard l. rubendall ,t dickinson college . 
president . dale f. shughart ,dickinson school of law 
president . dr. william w. hagerty ,
president . dr. abraham |. kat sh b ,drexel university 
president . rev. henry j. mcanulty d ,duquesne university 
president . dr. j. lester hamish y ,| eastern baptist college | | . 
ice president for develop ment . john a. baird jr. ,astern baptist- theol sem 
esident . dr. darrell holmes ,ast stroudshg si college 
ice pres of academic affairs . dr. james e. mckinley ° ,dinbore state college 
president . warren mild ,elizabethtown college 
president . dr. car mcintire ,faith theological sem scehe 
j h president . dr keith spalding ,: franklin-marshall college . el 
president . msgr. wilfrid j. nash ,gannon college 
president . dr. edwin c. clarke ,geneva college | 
president ceg ee eege ee de ttt tettttttnt ee . dwr. c. amold hansan ,gettysburg college cl 
president . heilazar goelman ,gratz college 
president . wdloarles s. mackenzie ,grove city college 
[of] pres financial a airs crg gee eg e000 00d 00000000 c000 c00 cee ¢ 0 ¢ engines € 6 € 90 ¢ ¢ ¢ i ] 8 $8 ,gwynedd-mercy college 
vic presid ,
president ,
president ,
president . ,
academic dean . sr. m. florence ent ,m junior college 
president . r. mary of lourdes jun ,immaculata college | co 
president . drilliam w. hassler tek ,indiana u of pa cen off dean. 
df . mr. robert h. doeir ,schoo! of home economics . vacant 
assistant to the president . .j mr. john ~ fidel ,lana u pa punxsutawney 
president . rev. lane d. kilbum ,iata college 
president .|j dt. lawrence m. stratton ,kutztown state college 
> president . sr. de la salle mahler ,county—lackawanna * fice code 003283 
president . bro. daniel burke ,la salle college 
i president . dr. frederick p. sample ,lebanon valley college 
president . r. w. deming lewis ,lehigh co cmty college - bn 
president . herman r. branson ,lincoln university 
president . dr. francis n. hamblin ,lock haven state college 
president . . dr. donald r. heiges ,luth theol sem gettysburg . 
president . rev. john d. newpher ,lutheran theol sem phila 
president . . dr. guy v. ferrell ,luzerne co cmty college oo 
president . sr. m. coleman nee ,lycoming college 
acting president . marion s. fay ,the med! college of pa . 
president . st. m. carolyn herrmann ,mercyhurat college 
president . dr. d. ray hostetter ,messiah college | 
president . william h. duncan ,millersville st college 
president . dr. leroy r. brendlin ger ,montgomery co community c 
president . mayo bryce ,moore college of art pe 
president . herman e. collier jr. ,moravian college 
president . sr. mary ursula ,mount aloysius jr college | 
president . dr. john   morey ,muhlenberg college 
istant to the president . miss virginia a. hogan ,
president . dr. thomas m. peirce ill ,ortheast bible institute . h 
president . me. john j. aulbach ,penn hall junior college 
president .| dr. lawrence fitch ,pa college of optometry | | 
president . dr. james e. bates ! ,pa college podiatric med hger 
presient . dr. clarence r. moll ,pmc colleges 
president . dr. john w. oswald ,pa state u central office | 
irector . r. james e. bealer ,*pa state u allentown cam 
birector . j dr. john l. leathers ,cour.ty— blair * fice code 003331 
birector . dr. joseph p. giusti ,*pa state u beaver campus 
birector . mr. irvin h. koche ,*pa state u behrend cam cl 
director . dr. harold w. perkins ,*pa state u berks campus : . 
rector . coleman herpel ,pa state u capitol campus : 
irector . mr. john d. vain ,pa state u delaware cam 
irector . . mr. donald s. hiller ,pa state u dubois campus 
irector . mr. hugh m. barclay ,pa state u fayette campus he 
rector . wir. frank c. fos ,pa state u hazleton cam 
director . dr. george t. harrell ,pa st u hershey medi ctr . 
director . dr. helmut e. weber ,*pa st u kng prsa grad ctr 
director . dr. herbert g. mcgibbeny ,*pa state u mckeesport cam 
director . dr. vernon l. shockley ,*pa state u mont alte cam 
drrector . wiir. harry russell ,*pa st u new kensingtn cam | 
director .j mr. charles j. smith ,*pa state u ogontz campus 
director . dr. henry |. herring ,*pa state u schuylkill cam 
director . . dr. harold r. sargent ,*pa $+ u shenango vly cam 
director . . mr. george w. bierly ,*pa st u wilkes-barre cam 
director . dr. edward k. kraybill ,*pa st u wrthgtn scrin cam 
directr . wir. edward m. elias ,*pa state u york campus : : 
lt | . . rev. charles l. felsburg ,penn wesleyan college co 
,phila college of art 
accreditation - m. art. president . ,
president . dr. douglas b. maccorhle highest ,
registrar . . mr. john a. clements president . ,
,phila college osteo med east stro 
accreditation—osteo. president . ,
,phila college phar & sci 616 n hi 
accreditation- m. chem. phar. co president . ,
president . arthur m. blum ,phila c textiles and sci | 
president . . . . b bruce willson ,reformed presb theol sem 
president . mr. charles l. sewall ,robert morris college 
president . sr. ann marie durst ,rosemont college 
rector and president . m rev thomas j. weish ,
president . rev. edmund w. quinn ,saint fidelis college 
president . rev. vincent r. negherbon ,saint francis college | 
president . rev. cecil g. diethrich ,saint joseph's college sshhhr 
president . st. mary schmidt ,seton hill college 
president . dr. gilmore b. seavers ,shippensburg st college | 
president . . paul r. andersor ,pery rock st college | 
president . paul r. anderson ,temple u central office 
irector . dr. sidney halpern ,“temple u ambler cam 
dean . r. fred c. kushner ,theol sem reformd epis ch 
"president . dr, . chauncey. g. by ",thiel college ie 
president . dr. petar herbut ,
d.sw.led. vet. xt. ,u of pennsylvania 
rur. ph. phar. pt. sp. sw. ted. ,u of pittsbg central off 
brarian 28000000000000100104004600 004009000100140004¢0000000e620200006003 00620000000 ¢00 00 0901 000 000010000 000¢ ¢ 000 . wicant ,u of pittabg bradford cam 
esident a albert b. smith ,u. of pittsbg greensbg cam . : 
esident . wii. jack et. freeman ,
president . dr. joe m. bal ,*u of plttabg titusvl cam 
president . rev. dexter l. hanle ,university of scranton 
president . dr. william s. petti ,: ursinus college 
superintendent . .m gen robert w. stroy ,; valley forge military jc . . 
r business administrator . st. brenda marie vines ,villa maria college 
president . hru. robert j. welsh | ,villanova university b 
president . r. bennett m. rich ,washington jeff college . 
president . paul w. rossey ,west chester st college 
president . edmund p. clowney ,westminster college 
president . dr. s. hartley johnston ,westmoreland county cc* 
president . dr. francis michelini ,wilkes college 
president . dr. kenneth e. carl direct ,
president . charles c. cole directe ,head of student achivities . mr. frank j. bowes tele 
: accreditation—jm. presid ,york college pennsylvania on 
president . mr. morris j. gabe ,h barrington college | direct 
president . sr. doreen d'grady ,mount snt joseph college 
ptesident . rev. thomas r. peterson ,providence college 
president . joseph f. kauffman ,rhode island college | 
aching dean . har ,de island jr college = 
dean . fral ,*roger williams c prov br 
president . sr. m. christophe ,salve regina college 
rector . rev. robert ,sem of our lady of prov 
president . dr. werne: ,u of rhode island 
director . mr. ashley j. little ,
president . dr. james w. hairston ,allen university to 
president . wdr. john e. rouse ,anderson college | | 
president . dr. john a. hamrick c ,
president . dr. benjamin f. payton hi ,benedict college se uhe 
{ coordinator extension programs . john c. snook presic ,berk-chastn-dorchstr tedc a ee 
president . bob jones ili. tel ,| bob jones university hhe dir al 
president . dr. robert c. edwards ,ntral wesleyan college 
director . mr. frank l day ,*clemson u greenville br 
director . mr. jacob c. ado ,
resident . r. gus turbeville ,coker college b | 
resident . dr. theodore s. stern ,college of charleston | 
resident . mr. j. robertson mcuilin ,columbia bible college | 
resident . dr. robert w. sons ,-olumbia college : 
president . robert t. colentan jr. ,converse college 
president . dr. joseph wightman ,erskine college 
director . fred c. fore ,
pres. jent .dr. walte: d. smith ,francis marion college oo 
"president . mr. e. don herd jr, ",sndship junior college j 
president . mr. m. stanyarne betl ,limestone college 
president and dean . dr. k. george anderson ,lutheran theol sthn sem 
president . pr. william m. mccord ,medical university of sc 
ecutive director . robert l. grigsby ,
ting president . dr. henry e. hardin ,orris college 
0 pres for academic matters . . dr. conrad b. park ,lewberry college 
president . dr. harold a. lindsey ,. . ‘ + a . n * 
president . dr. charles e. palmer ,
president . dr. charles e. palmer ,palmer college cen office 
presid ,*palmer college columbia 
director . joe d. gau ,sbyterian college 
president . james s. barret ,spartanburg jr college 
birector . mr. william c. walter ,
president . dr. thomas f. jones ,
president . dr. thomas f. jones ,*u of sc main campus 
director . mr. wiliam c. casper ,*u of sc at aiken 
assistant director . mr. carl m1 clapton ,*u of sc at allendale 
director . mr. darwin b. bashaw ,*u of sc at beaufort 
director .j mr. e. m. singleton ,*u of sc at conway 
birector . dr. francis a. lord ,*u of sc at lancaster 
director . dr. norbert a. stirzaker ,*u of sc ot spartanburg 
directar . mr. john casoria ,county - - union fice code 004927 
president . dr. hany p. graham ,voorhees college 
president . dr. chare . oni ,winthrop college | | 
esident . dr. paul hardin {ii ,vofford college 
ector . . bader hood ,
"iident . dx, chares l baoar ",ugustana college 
president . dr. meredith n. freeman ,black hills state college 
i president . allen r. millar v ,dakota state college | 
resident .j dr. eldon w. graber ,: | : dakota wesleyan u | | 
resident . dr. richard h. timmins ,uron college 
resident coe evangeline anderson ,mount marty college 
resident 000000000 0000 0000000000000 0000000 0a0 00 09 000080000 0000060000600 000000 000000000000060000 06 60000006 0600 6 ¢ john ww. raver ,lir of ation services . air. richard j. mccormack 
president . rev. david j. draewell ,
president . dr. norbert k. baumgart ,northern state college : 
president . sr. francis mary dunn ,presentation college 
presideat . ronald v wells ,sioux falls college a 
pres & dean of engr . dr. carl f. lutz ,in of students . . jack hoogendoorn 
pres for academic affairs . drr. hemry v. cobd ,) state university 
president . dr. richard l. bowen ,*u of sd main campus 
provost . dr. carol krause ,*u of sd at springfield 
president . dr. fred s. honkala ,yankton college 
president . st. henry s. fletcher ,aquinas junior college 
president . dr. joe morgan ,austin peay st university 
president . dr. harber c. gabhart ,belmont college 
president . james e. aclice ,bethel college 
president . dr. theodore c. mercer ,bryan college 
president . . dr. john a. fincher ,carson-newman college 
disector . edgar h. sessions ,chattanooga st tech inst 
president . bro. malcolm o'sullivan ,christian bros college 
president . dr. david f. adkisson ,cleveland st cmty college 
president . . . dr. harold s. pryor ,columbia st cmty college 
president . dr. ernest l. stockton ,cumberland college tenn 
president . athens c. puliias ac ,
president . dr. edward b. eller dit ,dyersburg st cmty college 
president . dr. delos p. culp de ,east tenn st university 
; president . dr. james r. lawson ,fisk university di 
sident . dr. e.c. gardner ,eed hardeman college 
sident . . dr. lc. johnson ,ector of date processing . mr. william 0. hobby 
sident . dr. john m. claunch ,eorge peabody c teachers 
"president . dr, horace n. barker ",
president . dr. f. e. wright ,jackson st cmty college 
president .j mr. john a. gupton ,john a gupton college 
president . dr. david l. eubanks ,johnson bible college 
president . dr. powell a. fraser ,king college oo . 
president . dr. hardy l. liston jr. ,knoxville college 
president . dr. james s wilder jr. ,lambuth college 
president . dr. herman stone r ,lane college 
president . r. charles w. conn ,lee college 
president . dr. ddell horton ,le moyne-owen college 
president . dr. herbert y. livesay ,lincoln mem university 
president . tom e. gray ,martin college 
president . r. joseph j. copeland ,maryville college 
president . dr. lloyd c. elam ,meharry medical college 
director . mr. edwin c. rust ,memphis academy of arts 
president . dr. cecil c. humphreys ,memphis state university | 
apresident . melvin g. scarfett ,middle tenn st university | 
president . dr. james b. crichton ,mid south bible college 
president . dr. cuyler a. dunbar ,ligan college 
president . dr. gerald h. anderson ,scarritt college 
. president . st. marina gibbons ,siena college 
; president . spurgeon b. eure ,sthn college of optometry 
president . . dr. frank a. knitte! ,1 £ sthn missionary college j y 
president . william l bowden ,
director . charfes 0. whitehead ,state tech inst memphis 
president . . dr. andrew p torrence ,tennessee st university | 
president . dr. everett demybeny ,
president . dr. lee e. roberson ,tennessee temple college 
president . . charies c. tumer x. ,tenn wesleyan college ee 
president . dr. mark r. moore ,trevecca nazarene college . | 
dean of the college . . jthom m g. voss ,tusculum college 
president . dr. robert e. craig ,union university 
president . dr. edward j. boling ,university of the south te 
chancellor . dr. william h. masterson ,v of tennessee cen off | 
"sp.,sw. ted. xt. sg ",*u of tennessee knoxville 
chancellor . dr. archie r. dykes ,*u of tennessee at martin 
of parent ,*u of tennessee at memphis 
chancellor . dr. roy s nicks ,
chancellor . dr. alexander heard ,vanderbilt university 
president . dr. hal r. ramer ,(*enroliment data for fall 1971) 
president . . . dr. james w. clark ,walters st cmty college 
president . . dr. john c. stevens ,abilene christian college 
president . thomas v. jenkins ,alvin junior college 
president . dr. albert b. martin ,amarillo college | 
president .j dr. jack w. hudgins ,angelina college 
president . dr. lioyd drexel} vincent ,angelo state university 
president . dr. john d. moseley ,austin college 
president . dr. david l. stitt ,austin presb theol sem | 
dean . . dr. kenneth v. randolph ,baylor college dentistry 
president .| dr. michael e. de bakey ,baylor college of med sge 
president . dr. abner v. mccall ,‘baylor university 
president . mr. grady c. hogue ,bee county college 
president . dr. mitton k. curry jr. ,bishop college 
f president . dr. james h. atkinson ,blinn college 
president . dr. ohn r. jackson ,brazosport junior college 
president . luis m. morton ,central texas college 
president . william l. willis ,cisco junior college 
president . kenneth d. vaughan ,clarendon college | 
president . dr. fred a. taylor ,college of the mainland 
president . dr. paul g. elbrecht ,concordia luth college 
president . a. e. shasteen ,cooke co junior college 
president . dr. charles p. pitts ,dallas baptist college 
president . dr. byron n. mcclenney ,{*see also appendix a) a 
president . dr. donald t. rippey ,*el centro college 
president . mr. dale douglas ,
president . dr. john f. wa lvoord ,dallas theol sem grad sch 
president . dr. jean richardson ,del mar college 
director . mr. karl oswald ,devry inst of technology 
tident . vacant ,ominican college 
2 president-dir develoomeat . mr. m.v. runnels ,ast texas bapt college 
e pres for administraton . nr. f. h. mcdowell ,ast texas st university 
fresidentand dean . thomas h. harvey ,is theol sem southwest 
president . j. w. dillard ,frank phillips college 
presifent . melvin m. plexco ,galveston college 
| president . dr. cruce stark ,grayson co junior college 
president . dr. max r. gaulke ,| gulf coast bible college 
president . dr. elwin l. skiles ,hardin-simmons university 
president . dr. t. m. harvey ,henderson co jr college 
president . oran bailey ,hill junior college 
president . dr. william a. hunt ,houston baptist college 
president . dr. guy d. newman ,howard payne college 
president . dr. john t. king ,huston-tillotson college 
dooyoo ,
esident . earl jones ,wcarnate word college 
sident . mr. curtis m. carroll ,acksonville college 
sident . mr. j.p. jones ,arvis christian college 
president . dr. frank a. thomas jr. ,igore college 
president . dr. ray a. laird ,laredo junior college 
president . . dr. raymond cleveland ,lee college | 
"president . a. dr, harry t. hardwick ",letourneau college 
president . cecil e. peeples ,lon morris college 
president . dr. fount w. mattox 1 ,lubbock christian college 
president . dr. wilbur a. ball des ,mcl.ennan cmty college 
president . dr. thomas k. kim dea ,mcmurry college vic 
president . dr. travis a. white dir | ,midwestern university t 
pres for academic affais . dr. gustave a. ferre ,navarro junior college ‘ 
president . dr. al g. langford ,orth texas st university 
president . dr. john l. mcmahon ,our lady of lake college 
president . . dr. ralph f. schilling ,pan american university 
president . mr. quintin m. martin ,panola college . 
president . louis b. williams ,paris junior college 
president . . wlanley e. rutland ,paul quinn college | 
presidnt . dr. norman hackerman ,ranger junior college oo co 
president . dr. edgar l. roy jr. ,saint edward's university 
president . v rev louis j. blume ,saint mary's university 
pres idet ,sam houston st university | 
president . sam m. jur ,*sain 
president . dr. willis m. 1 ,souther meth university 
president . dr. marvin l. ba ,sorith plains college 
doan . dr. garland r. walker ,south texas college law | 
president . william 1. dykes ,south texas jr college 
president . dr. blale l farmer ,
president . dr. robert 3 naylor ,sthwstn bapt theol sern 
president . dr. jack evans ,sthwstn christian college 
president . -rev. leroy j. laishe ,sthwstn union college 
president . dr. durwood fleming ,southwestern university 
376 ,southwest tex jr college . 
% pres for academmic affais . jos h. wilson ,thwst tex st university 
e pres for academic affais . de. john t. lewis ,lephen f austin state u 
president . r. donald m. anthony ,ross state university 
president . dr. charles l. mckinney ,*tarrant co jc south cam 
president ,temple junior college 
president ,
president ,directo: of 
president . dr. alvin l. thomas ,college 
president . dr. william 0. trogdon ,ttarleton state college : 
president . dr. jack k. williams ,“texas a&m u main campus 
superintendent ,
chancelior . ,
. dr. john m. prescott ,
. adm. james d. craik ,
dean . dr. henry 8. hardt ,texas college osteo med 
president . dr. joe k. menn ,texas lutheran college 
president . r. granville m. sawyer ,texas southern university 
resident . dr. william h. walton ,[exas southmost college 
vice president . dr. jack e. tompkins ,tex st tech inst cen off 
general man ager . . dr. j. n. baker ,*tex st tech mid-continent 
vice president . .mr. milton schiller ,
president . dr. grover e. murray ,texas tech university 
president . dr. william m. pearce ,texas wesleyan college 
president . . dr. john a. guinn ,texas woman's university 
resident . g. duncan wimpress ,trinity university | 
resident . harry e. jenkins ,iyler junior college . 
resident . dr. kenneth a. maroney ,ean of women . eva saunders 
president . r. donald a. cowan ,university of dallas | 
president . dr. philip g. hoffman ,university of houston 
president . rev. patrick o. braden ,university of snt thomas s 
president . dr. frank harrison § ,(*see also appendix a) ) 
president . dr. stephen h. spurr ,*u tex at austin main cam a. 
president . dr. bryce jordan ,*u of texas at dallas 
pean . alfred g. knudson ,*u tex grad sch biomed sci 
dean . dr. john victor olson ,*u of tex dentl br houston 
president . dr. joseph r smiley ,*u of texas at el paso 
president . dr. truman g. blocker jr. ,*u tex medl br galveston 
dean . charles c. sprague ,*u of tex medl sch dallas d 
dean . dr. e. carter pannill ,*u tex medl sch sn antonio : 
doan . dr. marityn d. willman ,*u of texas nursing school co 
dean . dr. reuel a. stallones ,*u texas sch public health 
president . j. 0. moore ,victoria college 
president . dr. roy c. mcclung ,wayland baptist college 
| . president .d;. i. e. w. mince ,: weatherford college 
president .|j dr. robert l. clinton i ,(*enroliment data for fall 1971) : 
president . james p. cornette ; ,west texas st univorsity 
president . dr. theodore nicksick jk. ,wharton co jr college | 
president . dr. robert . hayes ,wiley college | 
president . dr. dallin h. oaks ,brigham young university 
president . wiir. re fo kirkham ,
ce president . robert v. steveas ,rector of computer center . wr. lee chase 
rector . .j fahy s. robinson ,
’e pres for academic affairs . dr. conrad v. hatch ,jouthem utah st college 
president . alfred c. eme ,*university of utah 
president . . dr. glen l. taggar ,*utah state university 
president . dr. william p. miller ,*weber state college 
president . dr. dean m. mcdonald ,*college of eastern utah 
president . dr. ferron c. losee ,“dixie college 
president . dr. floyd s. holm ,*snow college 
president . mr. wilson w. sorensen ,*utah tech college provo 
president . mr. jay l. nelson ,*utah tech college salt lk 
ce pres of student affairs . mr. s. j e. good ,westminster college 
tg president dean of faculty . . dr. donald brown | ,ennington college 
asident . .j dr. harold abel ,astleton state college 3 
sident . . dr. c. bader brouilette ,hamplain college | 
president . sr. mary imelda ,
president . gerald s. witherspoon ,goddard college 
president . dr. raymond a. withey ,green mountain college 
president . . dr. william g. craig ,johnson state college 
president . h. franklin irwin je. ,lyndon state college 
president . thomas b. ragle ,marlboro college 
president . dr. james |. armstrong ,middlebury college | 
president . gen. barksdale hamlett ,norwich university 
president . rev. charles c. matusik ,saint joseph college 
president . dr. bernard l. boutin ,saint michael's college 
directr . . dr. john a. wallace ,
president . sr. elizabeth a. candon ,trinity college 
president . ds. edward c. andrews ,u vt & state agri college 
president . driilliam l. irine ,vermont college . 
president . mr. pierre v. kie ,vermont techical college 
president . eugene c. w ,windham college 
i dr. conwell a. an ,averett college 
president .j dr. charles l harman ,
president . wayne f. geisert ,bridgewater college 
president . vacant ,college of the potomac 
president . dr. thomas a. graves ,*c williom & mary moin cam 
aching president . james c. windsor ri ,*chratphr newpt c wm-mary d 
president . col. james m. carson oi ,*richard bland c wm & mary pr 
president . . myron s. aug;hurger dir ,eastern mennonite college pr 
esident . dr. c. g mingledorff ,mery and henry college 
"atfiliation— presbyterian, u.s. ",errum junior college 
2 pres admin academic dean . dr. frank j. simes ,ampden-sydney college 
president . dr. roy d. hudson ,hampton institute . 
"president . . . john a, logan jr. ",hollins college 
president . . . .wwir. william c. harris ,inst textile technology 
president . dr. hn. willett ir. ,longwood college i 
president . r. carey brewer ,lynchburg college 
president . . .ronald e. carrier ,madison college 
president . dr. william w. e ,mary baldwin college oo 
president . sr. m. majella berg ,marymount college of va 
president . murray k. coulter ,national business college ) 
president . dr ‘lyman b. brooks. ,norfolk state college 
president . dr. luther w. white ,old dominion university . 
president . dr. william f. quill ,
president . dr. perry f. ken ,roanoke college 
"president . dr. james a. russell jr, ",ot saint paul's college 
president . . dr. robert p. parker k ,
ght president . dr. roy k patteson 4 ,southern sem jr college co 1 
per president . . dr. w. hugh moom aw ,stratford college . | 
president . william t. mart ,sullins college 
president . harold b. whitem an ,sweet briar college 
president . . dr. fred r. stair. ,union theol sem in va   
president . . dr. e. bruce heilma ,university of richmond 
president . dr. edgar f. shannon in. ,u of virginia sys office 
charicelfor . . . mr. joseph c. smiddy ,*u va clinch vly college co 
chancellr . dr. lorin a. thompson ,*u va george masn college 
chancellor . dr. grellet c. simpson ,*u of va mary wash college 
president . . m. c. southerland ,virginia college 
ce pres for academic affairs . dr. francis j. brooke . ,
esident . dr. floyd v. tuer 3 ,a intermont college l 
erintendent . . gen richard l. ity ei j ,irginia military inst i a 
president 240040040010910010090900000900000400 9993 00060 0090 99900090 0000006 00 99 ¢ $0¢ .d r. ars 8 8 n r. ,va poly inst and state u 
president dr. wendell p. russell ,virginia state college 
esident . dr. james a. armstrong ,(*see also appendix a) 
esident . dr. s. a. burnette ,central va cmty college 
asident . dr. john f. backals ,
president . me. joseph m. taylor ,
president . william r. pogue ,(*enroliment data for “ant 1971) 0 
president . dr. amld e. wits ,*germanna cmty college 
d president . dr. james r. walgole ,*jahn tyler cmty college a 
resident .| dr. robert w. sullins j ,i tlord fairfax cmty college 
president . dr. perry r. adams ,norther va cmty college 3 
president . . dr. john h. upton ,(*enroliment data for fall 1971) 
president . dr. kenneth e. dawson ,*southside va cmty collage 
president . dr. charles r. king ,*southwest va cmty college 
president . dr. james w. gilley ,*thomas nelsn cmty college 
president . allix b. james a ,virginia union university 
f president . dr. lambuth m.clare   a ,| virginia wesleyan college 
oe president . robert e r. huntley p ,{ washington lee university | 
resident . dr. merle e. landerh o !m ,ellevue cmty college 
resident . dr. robert j. wallenstien ,lig bend cmty college 
sistant to the president . rodney enos ,entralia college 
president .| dr. james e. brooks ,central wash st college 
president . . dr. i. s. hahanson ,clark college 
president . dr. fred l. esvelt ,
president . charles j. mccann | ,tern wash st college 
{ president . dr. marion 0. oppett ,
: president . . htmrnica schmidt | ,
president . . hv richard e. twohy ,gonzaga university 
president . . . . edward p. smith ,grays harbor college 
president . . dr. melvin r. lindbloom ,green river cmty college cl 
president . ds. orville d. carnahan ,highline cmty college 
president . . dr. david b. story ,lower columbia college 
president . dr. d. v. hurst ,northwest college 
birector . dr. robert j. boyden ,olympia voc tech inst* | 
president . dr. norman c. richardson ,olympic college 
president . eugene w. iegman ,pacific luth university 
president . e john maier ,peninsula college | 
president . rev. matthew naumes ,saint martin’s college | 
acting dean of instruction .| d1. paul g. cornaby ,seattle cc central office 
president . dr. cecil baxter jr. ,*seattle cc north campus ss 
president . r. robert c. smith ,*seattle cc south campus s 
president . dr. david l mckenna ,seattle pacific college 
president . rev. louis gaffney ,seattle university ce 
president . norwood m. cole tele ,shoreline cmty college . 
president . hobart g. lenins atti ,
president . dr. may m. snyder sea ,spokane fls cmty college | © librani 
president . r. charles e. odegaard ,
president . dr. robert l. reynolds ,walla walla college 
. president . .j . . wdr. eldon dietrich ,walla walla cmty college : 
president . . dr. glenn terrel ,washington st university 
president . dr. charles j. flora ,wenatchee valley college . 
director . mr. everett c. sanders ,{(*enroliment data for fall 1971) 
president . dr. donald sheehan ,whitman college 
president . . dr. edward b. lindaman ,whitworth college co 
president . dr. thomas e. deem ,yakima valley college 
president . dr. richard e. shearer ,alderson broaddus college 
